title,year,duration,rating,movie_url,genre,user-agent
The 400 Blows ,1959,1h 39min,8.1,https://www.imdb.com/title/tt0053198/?ref_=adv_li_tt,Crime,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
Persona ,1966,1h 23min,8.1,https://www.imdb.com/title/tt0060827/?ref_=adv_li_tt,Drama,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
Cool Hand Luke ,1967,2h 7min,8.1,https://www.imdb.com/title/tt0061512/?ref_=adv_li_tt,Crime,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
The Wages of Fear ,1953,2h 11min,8.1,https://www.imdb.com/title/tt0046268/?ref_=adv_li_tt,Adventure,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
Barry Lyndon ,1975,3h 5min,8.1,https://www.imdb.com/title/tt0072684/?ref_=adv_li_tt,Adventure,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
Network ,1976,2h 1min,8.1,https://www.imdb.com/title/tt0074958/?ref_=adv_li_tt,Drama,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
Ben-Hur ,1959,3h 32min,8.1,https://www.imdb.com/title/tt0052618/?ref_=adv_li_tt,Adventure,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
The Deer Hunter ,1978,3h 3min,8.1,https://www.imdb.com/title/tt0077416/?ref_=adv_li_tt,Drama,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
Monty Python's Life of Brian ,1979,1h 34min,8.1,https://www.imdb.com/title/tt0079470/?ref_=adv_li_tt,Comedy,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
Rocky ,1976,2h,8.1,https://www.imdb.com/title/tt0075148/?ref_=adv_li_tt,Drama,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
Blade Runner ,1982,1h 57min,8.1,https://www.imdb.com/title/tt0083658/?ref_=adv_li_tt,Action,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
The Elephant Man ,1980,2h 4min,8.1,https://www.imdb.com/title/tt0080678/?ref_=adv_li_tt,Biography,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
Nausicaä of the Valley of the Wind ,1984,1h 57min,8.1,https://www.imdb.com/title/tt0087544/?ref_=adv_li_tt,Animation,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
The Thing ,1982,1h 49min,8.1,https://www.imdb.com/title/tt0084787/?ref_=adv_li_tt,Horror,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
"Paris, Texas ",1984,2h 25min,8.1,https://www.imdb.com/title/tt0087884/?ref_=adv_li_tt,Drama,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
Stand by Me ,1986,1h 29min,8.1,https://www.imdb.com/title/tt0092005/?ref_=adv_li_tt,Adventure,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
The Princess Bride ,1987,1h 38min,8.1,https://www.imdb.com/title/tt0093779/?ref_=adv_li_tt,Adventure,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
Platoon ,1986,2h,8.1,https://www.imdb.com/title/tt0091763/?ref_=adv_li_tt,Drama,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
Dead Poets Society ,1989,2h 8min,8.1,https://www.imdb.com/title/tt0097165/?ref_=adv_li_tt,Comedy,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
In the Name of the Father ,1993,2h 13min,8.1,https://www.imdb.com/title/tt0107207/?ref_=adv_li_tt,Biography,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
Jurassic Park ,1993,2h 7min,8.1,https://www.imdb.com/title/tt0107290/?ref_=adv_li_tt,Action,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
Trainspotting ,1996,1h 33min,8.1,https://www.imdb.com/title/tt0117951/?ref_=adv_li_tt,Drama,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
La Haine ,1995,1h 38min,8.1,https://www.imdb.com/title/tt0113247/?ref_=adv_li_tt,Crime,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
Before Sunrise ,1995,1h 41min,8.1,https://www.imdb.com/title/tt0112471/?ref_=adv_li_tt,Drama,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
Fargo ,1996,1h 38min,8.1,https://www.imdb.com/title/tt0116282/?ref_=adv_li_tt,Crime,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
The Big Lebowski ,1998,1h 57min,8.1,https://www.imdb.com/title/tt0118715/?ref_=adv_li_tt,Comedy,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
In the Mood for Love ,2000,1h 38min,8.1,https://www.imdb.com/title/tt0118694/?ref_=adv_li_tt,Drama,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
The Sixth Sense ,1999,1h 47min,8.1,https://www.imdb.com/title/tt0167404/?ref_=adv_li_tt,Drama,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
Amores Perros ,2000,2h 34min,8.1,https://www.imdb.com/title/tt0245712/?ref_=adv_li_tt,Drama,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
Catch Me If You Can ,2002,2h 21min,8.1,https://www.imdb.com/title/tt0264464/?ref_=adv_li_tt,Biography,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
The Truman Show ,1998,1h 43min,8.1,https://www.imdb.com/title/tt0120382/?ref_=adv_li_tt,Comedy,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
Rush ,2013,2h 3min,8.1,https://www.imdb.com/title/tt1979320/?ref_=adv_li_tt,Biography,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
Lagaan: Once Upon a Time in India ,2001,3h 44min,8.1,https://www.imdb.com/title/tt0169102/?ref_=adv_li_tt,Adventure,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
Finding Nemo ,2003,1h 40min,8.1,https://www.imdb.com/title/tt0266543/?ref_=adv_li_tt,Animation,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
Hacksaw Ridge ,2016,2h 19min,8.1,https://www.imdb.com/title/tt2119532/?ref_=adv_li_tt,Biography,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
Gone Girl ,2014,2h 29min,8.1,https://www.imdb.com/title/tt2267998/?ref_=adv_li_tt,Drama,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
12 Years a Slave ,2013,2h 14min,8.1,https://www.imdb.com/title/tt2024544/?ref_=adv_li_tt,Biography,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
PK ,2014,2h 33min,8.1,https://www.imdb.com/title/tt2338151/?ref_=adv_li_tt,Comedy,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
The Grand Budapest Hotel ,2014,1h 39min,8.1,https://www.imdb.com/title/tt2278388/?ref_=adv_li_tt,Adventure,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
Wild Tales ,2014,2h 2min,8.1,https://www.imdb.com/title/tt3011894/?ref_=adv_li_tt,Comedy,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
The Invisible Guest ,2016,1h 46min,8.1,https://www.imdb.com/title/tt4857264/?ref_=adv_li_tt,Crime,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
The Handmaiden ,2016,2h 25min,8.1,https://www.imdb.com/title/tt4016934/?ref_=adv_li_tt,Drama,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
Marriage Story ,2019,2h 17min,8.1,https://www.imdb.com/title/tt7653254/?ref_=adv_li_tt,Comedy,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
The Gold Rush ,1925,1h 35min,8.2,https://www.imdb.com/title/tt0015864/?ref_=adv_li_tt,Adventure,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
Room ,2015,1h 58min,8.1,https://www.imdb.com/title/tt3170832/?ref_=adv_li_tt,Drama,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
Sherlock Jr. ,1924,45min,8.2,https://www.imdb.com/title/tt0015324/?ref_=adv_li_tt,Action,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
Logan ,2017,2h 17min,8.1,https://www.imdb.com/title/tt3315342/?ref_=adv_li_tt,Action,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
The Red Shoes ,1948,2h 15min,8.2,https://www.imdb.com/title/tt0040725/?ref_=adv_li_tt,Drama,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
The Treasure of the Sierra Madre ,1948,2h 6min,8.2,https://www.imdb.com/title/tt0040897/?ref_=adv_li_tt,Adventure,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
All About Eve ,1950,2h 18min,8.2,https://www.imdb.com/title/tt0042192/?ref_=adv_li_tt,Drama,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
Ace in the Hole ,1951,1h 51min,8.2,https://www.imdb.com/title/tt0043338/?ref_=adv_li_tt,Drama,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
Rashomon ,1950,1h 28min,8.2,https://www.imdb.com/title/tt0042876/?ref_=adv_li_tt,Crime,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
White Heat ,1949,1h 54min,8.2,https://www.imdb.com/title/tt0042041/?ref_=adv_li_tt,Action,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
The Seventh Seal ,1957,1h 36min,8.2,https://www.imdb.com/title/tt0050976/?ref_=adv_li_tt,Drama,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
Tokyo Story ,1953,2h 16min,8.2,https://www.imdb.com/title/tt0046438/?ref_=adv_li_tt,Drama,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
Dial M for Murder ,1954,1h 45min,8.2,https://www.imdb.com/title/tt0046912/?ref_=adv_li_tt,Crime,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
Wild Strawberries ,1957,1h 31min,8.2,https://www.imdb.com/title/tt0050986/?ref_=adv_li_tt,Drama,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
Judgment at Nuremberg ,1961,2h 59min,8.2,https://www.imdb.com/title/tt0055031/?ref_=adv_li_tt,Drama,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
Yojimbo ,1961,1h 50min,8.2,https://www.imdb.com/title/tt0055630/?ref_=adv_li_tt,Action,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
The Great Escape ,1963,2h 52min,8.2,https://www.imdb.com/title/tt0057115/?ref_=adv_li_tt,Adventure,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
Monty Python and the Holy Grail ,1975,1h 31min,8.2,https://www.imdb.com/title/tt0071853/?ref_=adv_li_tt,Adventure,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
Some Like It Hot ,1959,2h 1min,8.2,https://www.imdb.com/title/tt0053291/?ref_=adv_li_tt,Comedy,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
Andrei Rublev ,1966,3h 25min,8.2,https://www.imdb.com/title/tt0060107/?ref_=adv_li_tt,Biography,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
Raging Bull ,1980,2h 9min,8.2,https://www.imdb.com/title/tt0081398/?ref_=adv_li_tt,Biography,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
Ran ,1985,2h 42min,8.2,https://www.imdb.com/title/tt0089881/?ref_=adv_li_tt,Action,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
The Secret in Their Eyes ,2009,2h 9min,8.2,https://www.imdb.com/title/tt1305806/?ref_=adv_li_tt,Drama,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
Stalker ,1979,2h 42min,8.2,https://www.imdb.com/title/tt0079944/?ref_=adv_li_tt,Drama,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
Chinatown ,1974,2h 10min,8.2,https://www.imdb.com/title/tt0071315/?ref_=adv_li_tt,Drama,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
Gangs of Wasseypur ,2012,5h 21min,8.2,https://www.imdb.com/title/tt1954470/?ref_=adv_li_tt,Action,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
Ford v Ferrari ,2019,2h 32min,8.2,https://www.imdb.com/title/tt1950186/?ref_=adv_li_tt,Action,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
Inside Out ,2015,1h 35min,8.2,https://www.imdb.com/title/tt2096673/?ref_=adv_li_tt,Animation,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
Winter Sleep ,2014,3h 16min,8.2,https://www.imdb.com/title/tt2758880/?ref_=adv_li_tt,Drama,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
"Three Billboards Outside Ebbing, Missouri ",2017,1h 55min,8.2,https://www.imdb.com/title/tt5027774/?ref_=adv_li_tt,Comedy,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
Klaus ,2019,1h 36min,8.2,https://www.imdb.com/title/tt4729430/?ref_=adv_li_tt,Animation,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
The Kid ,1921,1h 8min,8.3,https://www.imdb.com/title/tt0012349/?ref_=adv_li_tt,Comedy,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
Green Book ,2018,2h 10min,8.2,https://www.imdb.com/title/tt6966692/?ref_=adv_li_tt,Biography,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
Little Women ,2019,2h 15min,8.2,https://www.imdb.com/title/tt3281548/?ref_=adv_li_tt,Drama,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
Metropolis ,1927,2h 33min,8.3,https://www.imdb.com/title/tt0017136/?ref_=adv_li_tt,Drama,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
M ,1931,1h 39min,8.3,https://www.imdb.com/title/tt0022100/?ref_=adv_li_tt,Crime,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
Citizen Kane ,1941,1h 59min,8.3,https://www.imdb.com/title/tt0033467/?ref_=adv_li_tt,Drama,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
Bicycle Thieves ,1948,1h 29min,8.3,https://www.imdb.com/title/tt0040522/?ref_=adv_li_tt,Drama,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
Double Indemnity ,1944,1h 47min,8.3,https://www.imdb.com/title/tt0036775/?ref_=adv_li_tt,Crime,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
Singin' in the Rain ,1952,1h 43min,8.3,https://www.imdb.com/title/tt0045152/?ref_=adv_li_tt,Comedy,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
Vertigo ,1958,2h 8min,8.3,https://www.imdb.com/title/tt0052357/?ref_=adv_li_tt,Mystery,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
